STOCK CODE,SUBCATEGORY NAME,SHORT DESCRIPTION,IMAGE,MANUFACTURER,MANUFACTURER SKU,DBP,RRP
NWG-WGVLG201,Subscriptions & Licensing,WatchGuard Standard Support Renewal 1-yr for FireboxV Large,https://www.leadersystems.com.au/Images/NWG-WGVLG201.jpg,Watchguard,WGVLG201,1437.0000,1823.0000
NWG-WGVLG141,Subscriptions & Licensing,WatchGuard Reputation Enabled Defense 1-yr for FireboxV Large,https://www.leadersystems.com.au/Images/NWG-WGVLG141.jpg,Watchguard,WGVLG141,2267.0000,2876.0000
NWG-WGM47111,Email Security,WatchGuard spamBlocker 1-yr for M470,https://www.leadersystems.com.au/Images/NWG-WGM47111.jpg,Watchguard,WGM47111,1332.0000,1690.0000
NWG-WGEPP30203,Endpoint & Mobile Protection,WatchGuard EPP - 3 Year - 51 to 100 licenses - License Per User,https://www.leadersystems.com.au/Images/NWG-WGEPP30203.jpg,Watchguard,WGEPP30203,104.0000,132.0000
NWG-WG561301,Subscriptions & Licensing,WatchGuard NGFW Suite Renewal/Upgrade 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561301.jpg,Watchguard,WG561301,18704.0000,23729.0000
NWG-WGCSM261,Subscriptions & Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM261.jpg,Watchguard,WGCSM261,453.0000,576.0000
NWG-WGCSM151,Subscriptions & Licensing,WatchGuard Application Control 1-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM151.jpg,Watchguard,WGCSM151,458.0000,582.0000
NWG-WGENCR30403,Endpoint & Mobile Protection,Watchguard Endpoint Module - Full Encryption - 3 Year - 251 to 500 licenses,https://www.leadersystems.com.au/Images/NWG-WGENCR30403.jpg,Watchguard,WGENCR30403,38.0000,48.0000
NWG-WGENCR30401,Endpoint & Mobile Protection,Watchguard Endpoint Module - Full Encryption - 1 Year - 251 to 500 licenses,https://www.leadersystems.com.au/Images/NWG-WGENCR30401.jpg,Watchguard,WGENCR30401,16.0000,20.0000
NWG-WGENCR30303,Endpoint & Mobile Protection,Watchguard Endpoint Module - Full Encryption - 3 Year - 101 to 250 licenses,https://www.leadersystems.com.au/Images/NWG-WGENCR30303.jpg,Watchguard,WGENCR30303,42.0000,53.0000
NWG-WGCXL641,Firewalls & Network Security,WatchGuard Firebox Cloud XLarge with 1-yr Total Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCXL641.jpg,Watchguard,WGCXL641,29019.0000,40017.0000
NWG-WGCXL031,Firewalls & Network Security,WatchGuard Firebox Cloud XLarge with 1-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCXL031.jpg,Watchguard,WGCXL031,18740.0000,25843.0000
NWG-WGCLG521,Subscriptions & Licensing,WatchGuard Cloud 1-month data retention for Firebox Cloud Large - 1-yr,https://www.leadersystems.com.au/Images/NWG-WGCLG521.jpg,Watchguard,WGCLG521,2267.0000,2876.0000
NWG-WGDNS30301,Cloud & Server Security,WatchGuard DNSWatchGO - 1 Year - 101 to 250 Users - License Per User,https://www.leadersystems.com.au/Images/NWG-WGDNS30301.jpg,Watchguard,WGDNS30301,37.0000,47.0000
NWG-WGCME523,Subscriptions & Licensing,WatchGuard Cloud 1-month data retention for Firebox Cloud Medium - 3-yr,https://www.leadersystems.com.au/Images/NWG-WGCME523.jpg,Watchguard,WGCME523,3190.0000,4047.0000
NWG-WGM58223,Subscriptions & Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox M5800,https://www.leadersystems.com.au/Images/NWG-WGM58223.jpg,Watchguard,WGM58223,31511.0000,39978.0000
NWG-WGEPDR30603,Endpoint & Mobile Protection,WatchGuard EPDR - 3 Year - 1001 to 5000 licenses - License Per User,https://www.leadersystems.com.au/Images/NWG-WGEPDR30603.jpg,Watchguard,WGEPDR30603,107.0000,136.0000
NWG-WGM58203,Subscriptions & Licensing,WatchGuard Standard Support Renewal 3-yr for Firebox M5800,https://www.leadersystems.com.au/Images/NWG-WGM58203.jpg,Watchguard,WGM58203,21930.0000,27823.0000
NWG-WGM59040701,Subscriptions & Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox M590,https://www.leadersystems.com.au/Images/NWG-WGM59040701.jpg,Watchguard,WGM59040701,2366.0000,3002.0000
NWG-WGPTCH30201,Endpoint & Mobile Protection,Watchguard Endpoint Module - Patch Management - 1 Year - 51 to 100 licenses,https://www.leadersystems.com.au/Images/NWG-WGPTCH30201.jpg,Watchguard,WGPTCH30201,26.0000,34.0000
NWG-WGM59020803,Cloud & Server Security,WatchGuard APT Blocker 3-yr for Firebox M590,https://www.leadersystems.com.au/Images/NWG-WGM59020803.jpg,Watchguard,WGM59020803,5301.0000,6726.0000
NWG-WGM69040203,Subscriptions & Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox M690,https://www.leadersystems.com.au/Images/NWG-WGM69040203.jpg,Watchguard,WGM69040203,15062.0000,19109.0000
NWG-WGM69040101,Subscriptions & Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox M690,https://www.leadersystems.com.au/Images/NWG-WGM69040101.jpg,Watchguard,WGM69040101,2279.0000,2892.0000
NWG-WGEDR30201,Endpoint & Mobile Protection,WatchGuard EDR - 1 Year - 51 to 100 licenses - License Per User,https://www.leadersystems.com.au/Images/NWG-WGEDR30201.jpg,Watchguard,WGEDR30201,58.0000,75.0000
NWG-WGEDR30301,Endpoint & Mobile Protection,WatchGuard EDR - 1 Year - 101 to 250 licenses - License Per User,https://www.leadersystems.com.au/Images/NWG-WGEDR30301.jpg,Watchguard,WGEDR30301,52.0000,66.0000
NWG-WGT20201,Subscriptions & Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox T20,https://www.leadersystems.com.au/Images/NWG-WGT20201.jpg,Watchguard,WGT20201,138.0000,176.0000
NWG-WGM29040301,Subscriptions & Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox M290,https://www.leadersystems.com.au/Images/NWG-WGM29040301.jpg,Watchguard,WGM29040301,2905.0000,3685.0000
NWG-WG9018,Watchguard Accessories,WatchGuard Firebox M 3rd Gen 4 x 1Gb Copper Module,https://www.leadersystems.com.au/Images/NWG-WG9018.jpg,Watchguard,WG9018,764.0000,1022.0000
NWG-WGATH30303,Identity & Access Security,WatchGuard AuthPoint - 3 Year - 101 to 250 Users - License Per User,https://www.leadersystems.com.au/Images/NWG-WGATH30303.jpg,Watchguard,WGATH30303,66.0000,85.0000
NWG-WGDNS30701,Cloud & Server Security,WatchGuard DNSWatchGO - 1 Year - 5001+ Users - License Per User,https://www.leadersystems.com.au/Images/NWG-WGDNS30701.jpg,Watchguard,WGDNS30701,21.0000,27.0000
NWG-WGEPDR30403,Endpoint & Mobile Protection,WatchGuard EPDR - 3 Year - 251 to 500 licenses - License Per User,https://www.leadersystems.com.au/Images/NWG-WGEPDR30403.jpg,Watchguard,WGEPDR30403,144.0000,183.0000
NWG-WGEPDR30703,Endpoint & Mobile Protection,WatchGuard EPDR - 3 Year - 5001+ licenses - License Per User,https://www.leadersystems.com.au/Images/NWG-WGEPDR30703.jpg,Watchguard,WGEPDR30703,93.0000,118.0000
NWG-WGEPP30403,Endpoint & Mobile Protection,WatchGuard EPP - 3 Year - 251 to 500 licenses - License Per User,https://www.leadersystems.com.au/Images/NWG-WGEPP30403.jpg,Watchguard,WGEPP30403,82.0000,105.0000
NWG-WGM48331,Subscriptions & Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox M4800,https://www.leadersystems.com.au/Images/NWG-WGM48331.jpg,Watchguard,WGM48331,11179.0000,14183.0000
NWG-WGPSP30401,Subscriptions & Licensing,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 1 Year - 251 to 500 Users - License Per User,https://www.leadersystems.com.au/Images/NWG-WGPSP30401.jpg,Watchguard,WGPSP30401,88.0000,112.0000
NWG-WGT45341,Subscriptions & Licensing,WatchGuard Basic Security SuiteRenewal/Upgrade 1-yr for Firebox T45,https://www.leadersystems.com.au/Images/NWG-WGT45341.jpg,Watchguard,WGT45341,694.0000,880.0000
NWG-WGT48353,Subscriptions & Licensing,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for Firebox T45-W-PoE,https://www.leadersystems.com.au/Images/NWG-WGT48353.jpg,Watchguard,WGT48353,4323.0000,5485.0000
NWG-WG9014,Watchguard Accessories,Power Adapter (Yellow) for WatchGuard Firebox T20/T25/T25-W/T45 (WW),https://www.leadersystems.com.au/Images/NWG-WG9014.jpg,Watchguard,WG9014,56.0000,66.5280
NWG-WGINSG30401,Endpoint & Mobile Protection,Watchguard Endpoint Module - Advanced Reporting Tool - 1 Year - 251 to 500 licenses,https://www.leadersystems.com.au/Images/NWG-WGINSG30401.jpg,Watchguard,WGINSG30401,15.0000,20.0000
NWG-WGENCR30503,Endpoint & Mobile Protection,Watchguard Endpoint Module - Full Encryption - 3 Year - 501 to 1000 licenses,https://www.leadersystems.com.au/Images/NWG-WGENCR30503.jpg,Watchguard,WGENCR30503,32.0000,41.0000
NWG-WGINSG30703,Endpoint & Mobile Protection,Watchguard Endpoint Module - Advanced Reporting Tool - 3 Year - 5001+ licenses,https://www.leadersystems.com.au/Images/NWG-WGINSG30703.jpg,Watchguard,WGINSG30703,23.0000,30.0000
NWG-WGENCR30601,Endpoint & Mobile Protection,Watchguard Endpoint Module - Full Encryption - 1 Year - 1001 to 5000 licenses,https://www.leadersystems.com.au/Images/NWG-WGENCR30601.jpg,Watchguard,WGENCR30601,12.0000,15.0000
NWG-WG9012,Watchguard Accessories,WatchGuard Firebox M4800 Hot Swap Power Supply,https://www.leadersystems.com.au/Images/NWG-WG9012.jpg,Watchguard,WG9012,1280.0000,1721.0000
NWG-WG9013,Watchguard Accessories,WatchGuard Firebox M5800 Hot Swap Power Supply,https://www.leadersystems.com.au/Images/NWG-WG9013.jpg,Watchguard,WG9013,1280.0000,1721.0000
NWG-WGATH30201,Identity & Access Security,WatchGuard AuthPoint - 1 Year - 51 to 100 Users - License Per User,https://www.leadersystems.com.au/Images/NWG-WGATH30201.jpg,Watchguard,WGATH30201,31.0000,40.0000
NWG-WGATH30701,Identity & Access Security,WatchGuard AuthPoint - 1 Year - 5001+ Users - License Per User,https://www.leadersystems.com.au/Images/NWG-WGATH30701.jpg,Watchguard,WGATH30701,16.0000,21.0000
NWG-WGEDR30103,Endpoint & Mobile Protection,WatchGuard EDR - 3 Year - 1 to 50 licenses - License Per User,https://www.leadersystems.com.au/Images/NWG-WGEDR30103.jpg,Watchguard,WGEDR30103,159.0000,202.0000
NWG-WGM48173,Cloud & Server Security,WatchGuard APT Blocker 3-yr for Firebox M4800,https://www.leadersystems.com.au/Images/NWG-WGM48173.jpg,Watchguard,WGM48173,13099.0000,16618.0000
NWG-WGPSP30203,Subscriptions & Licensing,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 3 Year - 51 to 100 Users - License Per User,https://www.leadersystems.com.au/Images/NWG-WGPSP30203.jpg,Watchguard,WGPSP30203,264.0000,336.0000
NWG-WGM48333,Subscriptions & Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox M4800,https://www.leadersystems.com.au/Images/NWG-WGM48333.jpg,Watchguard,WGM48333,25999.0000,32985.0000
NWG-WGT25261,Subscriptions & Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox T25,https://www.leadersystems.com.au/Images/NWG-WGT25261.jpg,Watchguard,WGT25261,220.0000,279.0000
NWG-WGT45201,Subscriptions & Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox T45,https://www.leadersystems.com.au/Images/NWG-WGT45201.jpg,Watchguard,WGT45201,254.0000,323.0000
NWG-WGT48261,Subscriptions & Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox T45-W-PoE,https://www.leadersystems.com.au/Images/NWG-WGT48261.jpg,Watchguard,WGT48261,490.0000,622.0000
NWG-WG35R351,Subscriptions & Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox T35-Rugged,https://www.leadersystems.com.au/Images/NWG-WG35R351.jpg,Watchguard,WG35R351,3035.0000,3850.0000
NWG-WGDNS30303,Cloud & Server Security,WatchGuard DNSWatchGO - 3 Year - 101 to 250 Users - License Per User,https://www.leadersystems.com.au/Images/NWG-WGDNS30303.jpg,Watchguard,WGDNS30303,88.0000,113.0000
NWG-WGEDR30403,Endpoint & Mobile Protection,WatchGuard EDR - 3 Year - 251 to 500 licenses - License Per User,https://www.leadersystems.com.au/Images/NWG-WGEDR30403.jpg,Watchguard,WGEDR30403,111.0000,142.0000
NWG-WGEPP30603,Endpoint & Mobile Protection,WatchGuard EPP - 3 Year - 1001 to 5000 licenses - License Per User,https://www.leadersystems.com.au/Images/NWG-WGEPP30603.jpg,Watchguard,WGEPP30603,61.0000,78.0000
NWG-WGM58201,Subscriptions & Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox M5800,https://www.leadersystems.com.au/Images/NWG-WGM58201.jpg,Watchguard,WGM58201,9432.0000,11967.0000
NWG-WGT25203,Subscriptions & Licensing,WatchGuard Standard Support Renewal 3-yr for Firebox T25,https://www.leadersystems.com.au/Images/NWG-WGT25203.jpg,Watchguard,WGT25203,344.0000,437.0000
NWG-WG561331,Subscriptions & Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox M5600,https://www.leadersystems.com.au/Images/NWG-WG561331.jpg,Watchguard,WG561331,27120.0000,34407.0000
NWG-WGCSM351,Subscriptions & Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM351.jpg,Watchguard,WGCSM351,1982.0000,2515.0000
NWG-WGCSM263,Subscriptions & Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox Cloud Small,https://www.leadersystems.com.au/Images/NWG-WGCSM263.jpg,Watchguard,WGCSM263,1052.0000,1335.0000
NWG-WGCLG173,Cloud & Server Security,WatchGuard APT Blocker 3-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG173.jpg,Watchguard,WGCLG173,5450.0000,6915.0000
NWG-WGVME333,Subscriptions & Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for FireboxV Medium,https://www.leadersystems.com.au/Images/NWG-WGVME333.jpg,Watchguard,WGVME333,5060.0000,6420.0000
NWG-WGT47173,Cloud & Server Security,WatchGuard APT Blocker 3-yr for Firebox T45-PoE,https://www.leadersystems.com.au/Images/NWG-WGT47173.jpg,Watchguard,WGT47173,811.0000,1030.0000
NWG-WGT47175,Cloud & Server Security,WatchGuard APT Blocker 5-yr for Firebox T45-PoE,https://www.leadersystems.com.au/Images/NWG-WGT47175.jpg,Watchguard,WGT47175,1493.0000,1894.0000
NWG-WGM59040101,Subscriptions & Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox M590,https://www.leadersystems.com.au/Images/NWG-WGM59040101.jpg,Watchguard,WGM59040101,1641.0000,2083.0000
NWG-WGM39040103,Subscriptions & Licensing,WatchGuard Standard Support Renewal 3-yr for Firebox M390,https://www.leadersystems.com.au/Images/NWG-WGM39040103.jpg,Watchguard,WGM39040103,1988.0000,2523.0000
NWG-WGCSM033,Firewalls & Network Security,WatchGuard Firebox Cloud Small with 3-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCSM033.jpg,Watchguard,WGCSM033,3008.0000,4149.0000
NWG-WGVME033,Firewalls & Network Security,WatchGuard FireboxV Medium with 3-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGVME033.jpg,Watchguard,WGVME033,7031.0000,9696.0000
NWG-WGVME031,Firewalls & Network Security,WatchGuard FireboxV Medium with 1-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGVME031.jpg,Watchguard,WGVME031,4387.0000,6050.0000
NWG-WGCSM521,Subscriptions & Licensing,WatchGuard Cloud 1-month data retention for Firebox Cloud Small - 1-yr,https://www.leadersystems.com.au/Images/NWG-WGCSM521.jpg,Watchguard,WGCSM521,458.0000,582.0000
NWG-WGEDR30303,Endpoint & Mobile Protection,WatchGuard EDR - 3 Year - 101 to 250 licenses - License Per User,https://www.leadersystems.com.au/Images/NWG-WGEDR30303.jpg,Watchguard,WGEDR30303,124.0000,158.0000
NWG-WGEDR30703,Endpoint & Mobile Protection,WatchGuard EDR - 3 Year - 5001+ licenses - License Per User,https://www.leadersystems.com.au/Images/NWG-WGEDR30703.jpg,Watchguard,WGEDR30703,72.0000,91.0000
NWG-WGCLG201,Subscriptions & Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox Cloud Large,https://www.leadersystems.com.au/Images/NWG-WGCLG201.jpg,Watchguard,WGCLG201,1524.0000,1933.0000
NWG-WGVSM111,Email Security,WatchGuard spamBlocker 1-yr for FireboxV Small,https://www.leadersystems.com.au/Images/NWG-WGVSM111.jpg,Watchguard,WGVSM111,458.0000,582.0000
NWG-WGVXL353,Subscriptions & Licensing,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for FireboxV XLarge,https://www.leadersystems.com.au/Images/NWG-WGVXL353.jpg,Watchguard,WGVXL353,45780.0000,67782.0000
NWG-WGVSM063,Firewalls & Network Security,Trade up to WatchGuard FireboxV Small with 3-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGVSM063.jpg,Watchguard,WGVSM063,2592.0000,3575.0000
NWG-WGT25343,Subscriptions & Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox T25,https://www.leadersystems.com.au/Images/NWG-WGT25343.jpg,Watchguard,WGT25343,953.0000,1209.0000
NWG-WGT49341,Subscriptions & Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox T45-CW,https://www.leadersystems.com.au/Images/NWG-WGT49341.jpg,Watchguard,WGT49341,905.0000,1149.0000
NWG-WGT48171,Cloud & Server Security,WatchGuard APT Blocker 1-yr for Firebox T45-W-PoE,https://www.leadersystems.com.au/Images/NWG-WGT48171.jpg,Watchguard,WGT48171,435.0000,552.0000
NWG-WGT85203,Subscriptions & Licensing,WatchGuard Standard Support Renewal 3-yr for Firebox T85-PoE,https://www.leadersystems.com.au/Images/NWG-WGT85203.jpg,Watchguard,WGT85203,1121.0000,1423.0000
NWG-WGPAT061,Endpoint & Mobile Protection,Panda Patch Management - 1 Year - 251 to 500 users,https://www.leadersystems.com.au/Images/NWG-WGPAT061.jpg,Watchguard,WGPAT061,19.0000,25.0000
NWG-WGEPL063,Endpoint & Mobile Protection,Panda Endpoint Protection Plus - 3 Year - 251 to 500 users,https://www.leadersystems.com.au/Images/NWG-WGEPL063.jpg,Watchguard,WGEPL063,76.0000,97.0000
NWG-WGM37201,Subscriptions & Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox M370,https://www.leadersystems.com.au/Images/NWG-WGM37201.jpg,Watchguard,WGM37201,638.0000,810.0000
NWG-WGM47121,Subscriptions & Licensing,WatchGuard Gateway AntiVirus 1-yr for M470,https://www.leadersystems.com.au/Images/NWG-WGM47121.jpg,Watchguard,WGM47121,1325.0000,1682.0000
NWG-WGT40341,Subscriptions & Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox T40,https://www.leadersystems.com.au/Images/NWG-WGT40341.jpg,Watchguard,WGT40341,739.0000,939.0000
NWG-WGT20261,Subscriptions & Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox T20,https://www.leadersystems.com.au/Images/NWG-WGT20261.jpg,Watchguard,WGT20261,197.0000,250.0000
NWG-WGCLG523,Subscriptions & Licensing,WatchGuard Cloud 1-month data retention for Firebox Cloud Large - 3-yr,https://www.leadersystems.com.au/Images/NWG-WGCLG523.jpg,Watchguard,WGCLG523,6806.0000,8635.0000
NWG-WGT16151,Subscriptions & Licensing,WatchGuard Application Control 1-yr for Firebox T15-W,https://www.leadersystems.com.au/Images/NWG-WGT16151.jpg,Watchguard,WGT16151,173.0000,220.0000
NWG-WGCXL673,Firewalls & Network Security,Trade up to WatchGuard Firebox Cloud XLarge with 3-yr Total Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCXL673.jpg,Watchguard,WGCXL673,48363.0000,78999.0000
NWG-WGT49351,Subscriptions & Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox T45-CW,https://www.leadersystems.com.au/Images/NWG-WGT49351.jpg,Watchguard,WGT49351,1796.0000,2279.0000
NWG-WGT8021801,Cloud & Server Security,WatchGuard Cloud 1-month data retention for T80 - 1-yr,https://www.leadersystems.com.au/Images/NWG-WGT8021801.jpg,Watchguard,WGT8021801,471.0000,598.0000
NWG-WGT49175,Cloud & Server Security,WatchGuard APT Blocker 5-yr for Firebox T45-CW,https://www.leadersystems.com.au/Images/NWG-WGT49175.jpg,Watchguard,WGT49175,1697.0000,2153.0000
NWG-WGEMA091,Email Security,Panda Email Protection - 1 Year - 3000+ users,https://www.leadersystems.com.au/Images/NWG-WGEMA091.jpg,Watchguard,WGEMA091,14.0000,18.0000
NWG-WGEPL091,Endpoint & Mobile Protection,Panda Endpoint Protection Plus - 1 Year - 3000+ users,https://www.leadersystems.com.au/Images/NWG-WGEPL091.jpg,Watchguard,WGEPL091,17.0000,22.0000
NWG-WGINSG30301,Endpoint & Mobile Protection,Watchguard Endpoint Module - Advanced Reporting Tool - 1 Year - 101 to 250 licenses,https://www.leadersystems.com.au/Images/NWG-WGINSG30301.jpg,Watchguard,WGINSG30301,17.0000,22.0000
